createdAt,m,pVal.createdAt,pVal.updatedAt,pl.Algo_flag,pl.Humidity,pl.NS,pl.Tempc,pl.Time,pl.m,pl.online,pl.proto,t,updatedAt
2023-06-08T22:52:47.702Z,C8:F0:9E:28:00:CD,,,0,51.60,-53,29.90,4:22:46 Fri 9 Jun 2023,C8:F0:9E:28:00:CD,,COOLIX+NONE,do,2023-06-08T22:52:47.702Z
2023-06-08T22:57:09.125Z,C8:F0:9E:28:00:CD,,,0,51.70,-53,29.90,4:27:8 Fri 9 Jun 2023,C8:F0:9E:28:00:CD,online,,p,2023-06-08T22:57:09.125Z
2023-06-08T23:02:09.124Z,C8:F0:9E:28:00:CD,,,0,51.60,-52,29.90,4:32:8 Fri 9 Jun 2023,C8:F0:9E:28:00:CD,online,,p,2023-06-08T23:02:09.124Z
2023-06-08T23:07:12.721Z,C8:F0:9E:28:00:CD,,,0,51.60,-53,29.90,4:37:11 Fri 9 Jun 2023,C8:F0:9E:28:00:CD,,COOLIX+NONE,do,2023-06-08T23:07:12.721Z
2023-06-08T23:10:46.284Z,C8:F0:9E:28:00:CD,,,0,51.80,-52,29.90,4:40:45 Fri 9 Jun 2023,C8:F0:9E:28:00:CD,,COOLIX+NONE,do,2023-06-08T23:10:46.284Z
2023-06-08T23:12:09.126Z,C8:F0:9E:28:00:CD,,,0,51.60,-53,29.90,4:42:8 Fri 9 Jun 2023,C8:F0:9E:28:00:CD,online,,p,2023-06-08T23:12:09.126Z
2023-06-08T23:17:09.146Z,C8:F0:9E:28:00:CD,,,0,51.80,-53,29.90,4:47:8 Fri 9 Jun 2023,C8:F0:9E:28:00:CD,online,,p,2023-06-08T23:17:09.146Z
2023-06-08T23:22:09.126Z,C8:F0:9E:28:00:CD,,,0,51.70,-53,29.90,4:52:8 Fri 9 Jun 2023,C8:F0:9E:28:00:CD,online,,p,2023-06-08T23:22:09.126Z
2023-06-08T23:22:27.624Z,C8:F0:9E:28:00:CD,,,0,51.70,-53,30.00,4:52:26 Fri 9 Jun 2023,C8:F0:9E:28:00:CD,,COOLIX+NONE,do,2023-06-08T23:22:27.624Z
2023-06-08T23:22:31.923Z,C8:F0:9E:28:00:CD,,,0,51.90,-52,30.00,0:0:3 Thu 1 Jan 1970,C8:F0:9E:28:00:CD,,COOLIX+NONE,do,2023-06-08T23:22:31.923Z
2023-06-08T23:22:33.105Z,C8:F0:9E:28:00:CD,2022-12-27T04:08:45.731Z,2023-06-08T23:22:33.100Z,,,,,4:52:32 Fri 9 Jun 2023,C8:F0:9E:28:00:CD,,,m,2023-06-08T23:22:33.105Z
2023-06-08T23:27:28.747Z,C8:F0:9E:28:00:CD,,,0,51.80,-53,30.00,4:57:27 Fri 9 Jun 2023,C8:F0:9E:28:00:CD,online,,p,2023-06-08T23:27:28.747Z
2023-06-08T23:32:28.746Z,C8:F0:9E:28:00:CD,,,0,51.80,-53,30.00,5:2:27 Fri 9 Jun 2023,C8:F0:9E:28:00:CD,online,,p,2023-06-08T23:32:28.746Z
2023-06-08T23:37:28.747Z,C8:F0:9E:28:00:CD,,,0,51.70,-52,30.00,5:7:27 Fri 9 Jun 2023,C8:F0:9E:28:00:CD,online,,p,2023-06-08T23:37:28.747Z
2023-06-08T23:39:47.600Z,C8:F0:9E:28:00:CD,,,0,51.70,-53,30.00,5:9:46 Fri 9 Jun 2023,C8:F0:9E:28:00:CD,,COOLIX+NONE,do,2023-06-08T23:39:47.600Z
2023-06-08T23:42:28.745Z,C8:F0:9E:28:00:CD,,,0,51.70,-53,30.00,5:12:27 Fri 9 Jun 2023,C8:F0:9E:28:00:CD,online,,p,2023-06-08T23:42:28.745Z
2023-06-08T23:47:28.763Z,C8:F0:9E:28:00:CD,,,0,51.70,-52,30.00,5:17:27 Fri 9 Jun 2023,C8:F0:9E:28:00:CD,online,,p,2023-06-08T23:47:28.763Z
2023-06-08T23:51:48.404Z,C8:F0:9E:28:00:CD,,,0,51.70,-53,30.00,5:21:47 Fri 9 Jun 2023,C8:F0:9E:28:00:CD,,COOLIX+NONE,do,2023-06-08T23:51:48.404Z
2023-06-08T23:52:28.766Z,C8:F0:9E:28:00:CD,,,0,51.80,-52,30.00,5:22:27 Fri 9 Jun 2023,C8:F0:9E:28:00:CD,online,,p,2023-06-08T23:52:28.766Z
2023-06-08T23:57:28.766Z,C8:F0:9E:28:00:CD,,,0,51.90,-53,30.00,5:27:27 Fri 9 Jun 2023,C8:F0:9E:28:00:CD,online,,p,2023-06-08T23:57:28.766Z
2023-06-09T00:02:28.747Z,C8:F0:9E:28:00:CD,,,0,51.80,-52,30.00,5:32:27 Fri 9 Jun 2023,C8:F0:9E:28:00:CD,online,,p,2023-06-09T00:02:28.747Z
2023-06-09T00:07:28.786Z,C8:F0:9E:28:00:CD,,,0,51.80,-53,30.00,5:37:27 Fri 9 Jun 2023,C8:F0:9E:28:00:CD,online,,p,2023-06-09T00:07:28.786Z
2023-06-09T00:12:28.766Z,C8:F0:9E:28:00:CD,,,0,51.90,-51,30.00,5:42:27 Fri 9 Jun 2023,C8:F0:9E:28:00:CD,online,,p,2023-06-09T00:12:28.766Z
2023-06-09T00:17:28.766Z,C8:F0:9E:28:00:CD,,,0,51.60,-52,30.00,5:47:27 Fri 9 Jun 2023,C8:F0:9E:28:00:CD,online,,p,2023-06-09T00:17:28.766Z
2023-06-09T00:22:28.766Z,C8:F0:9E:28:00:CD,,,0,51.90,-52,30.00,5:52:27 Fri 9 Jun 2023,C8:F0:9E:28:00:CD,online,,p,2023-06-09T00:22:28.766Z
2023-06-09T00:27:28.765Z,C8:F0:9E:28:00:CD,,,0,51.90,-52,30.00,5:57:27 Fri 9 Jun 2023,C8:F0:9E:28:00:CD,online,,p,2023-06-09T00:27:28.765Z
2023-06-09T00:31:52.661Z,C8:F0:9E:28:00:CD,,,0,51.90,-53,30.00,6:1:51 Fri 9 Jun 2023,C8:F0:9E:28:00:CD,,COOLIX+NONE,do,2023-06-09T00:31:52.661Z
2023-06-09T00:32:44.205Z,C8:F0:9E:28:00:CD,,,0,51.80,-53,30.00,6:2:42 Fri 9 Jun 2023,C8:F0:9E:28:00:CD,,COOLIX+NONE,do,2023-06-09T00:32:44.205Z
2023-06-09T00:33:02.904Z,C8:F0:9E:28:00:CD,,,0,51.80,-52,30.00,0:0:18 Thu 1 Jan 1970,C8:F0:9E:28:00:CD,,COOLIX+NONE,do,2023-06-09T00:33:02.904Z
2023-06-09T00:33:04.065Z,C8:F0:9E:28:00:CD,2022-12-27T04:08:45.731Z,2023-06-09T00:33:04.061Z,,,,,6:3:3 Fri 9 Jun 2023,C8:F0:9E:28:00:CD,,,m,2023-06-09T00:33:04.065Z
2023-06-09T00:33:04.338Z,C8:F0:9E:28:00:CD,2022-12-27T04:08:45.731Z,2023-06-09T00:33:04.335Z,,,,,6:3:3 Fri 9 Jun 2023,C8:F0:9E:28:00:CD,,,m,2023-06-09T00:33:04.338Z
2023-06-09T00:37:45.345Z,C8:F0:9E:28:00:CD,,,0,51.80,-52,30.00,6:7:44 Fri 9 Jun 2023,C8:F0:9E:28:00:CD,online,,p,2023-06-09T00:37:45.345Z
2023-06-09T00:42:45.345Z,C8:F0:9E:28:00:CD,,,0,51.90,-53,30.00,6:12:44 Fri 9 Jun 2023,C8:F0:9E:28:00:CD,online,,p,2023-06-09T00:42:45.345Z
2023-06-09T00:47:45.345Z,C8:F0:9E:28:00:CD,,,0,51.80,-53,30.00,6:17:44 Fri 9 Jun 2023,C8:F0:9E:28:00:CD,online,,p,2023-06-09T00:47:45.345Z
2023-06-09T00:52:45.347Z,C8:F0:9E:28:00:CD,,,0,51.90,-52,30.00,6:22:44 Fri 9 Jun 2023,C8:F0:9E:28:00:CD,online,,p,2023-06-09T00:52:45.347Z
2023-06-09T00:57:45.345Z,C8:F0:9E:28:00:CD,,,0,51.80,-53,30.00,6:27:44 Fri 9 Jun 2023,C8:F0:9E:28:00:CD,online,,p,2023-06-09T00:57:45.345Z
2023-06-09T01:02:45.365Z,C8:F0:9E:28:00:CD,,,0,51.80,-52,30.00,6:32:44 Fri 9 Jun 2023,C8:F0:9E:28:00:CD,online,,p,2023-06-09T01:02:45.365Z
2023-06-09T01:07:45.365Z,C8:F0:9E:28:00:CD,,,0,51.70,-53,30.00,6:37:44 Fri 9 Jun 2023,C8:F0:9E:28:00:CD,online,,p,2023-06-09T01:07:45.365Z
2023-06-09T01:12:45.366Z,C8:F0:9E:28:00:CD,,,0,51.70,-53,30.00,6:42:44 Fri 9 Jun 2023,C8:F0:9E:28:00:CD,online,,p,2023-06-09T01:12:45.366Z
2023-06-09T01:17:45.365Z,C8:F0:9E:28:00:CD,,,0,51.70,-53,30.00,6:47:44 Fri 9 Jun 2023,C8:F0:9E:28:00:CD,online,,p,2023-06-09T01:17:45.365Z
2023-06-09T01:22:45.366Z,C8:F0:9E:28:00:CD,,,0,51.80,-54,30.00,6:52:44 Fri 9 Jun 2023,C8:F0:9E:28:00:CD,online,,p,2023-06-09T01:22:45.366Z
2023-06-09T01:27:45.365Z,C8:F0:9E:28:00:CD,,,0,51.70,-53,30.10,6:57:44 Fri 9 Jun 2023,C8:F0:9E:28:00:CD,online,,p,2023-06-09T01:27:45.365Z
2023-06-09T01:32:45.366Z,C8:F0:9E:28:00:CD,,,0,51.80,-53,30.10,7:2:44 Fri 9 Jun 2023,C8:F0:9E:28:00:CD,online,,p,2023-06-09T01:32:45.366Z
2023-06-09T01:37:45.366Z,C8:F0:9E:28:00:CD,,,0,51.70,-53,30.10,7:7:44 Fri 9 Jun 2023,C8:F0:9E:28:00:CD,online,,p,2023-06-09T01:37:45.366Z
2023-06-09T01:42:45.385Z,C8:F0:9E:28:00:CD,,,0,51.80,-53,30.10,7:12:44 Fri 9 Jun 2023,C8:F0:9E:28:00:CD,online,,p,2023-06-09T01:42:45.385Z
2023-06-09T01:47:45.367Z,C8:F0:9E:28:00:CD,,,0,51.80,-53,30.10,7:17:44 Fri 9 Jun 2023,C8:F0:9E:28:00:CD,online,,p,2023-06-09T01:47:45.367Z
2023-06-09T01:52:45.365Z,C8:F0:9E:28:00:CD,,,0,51.80,-53,30.10,7:22:44 Fri 9 Jun 2023,C8:F0:9E:28:00:CD,online,,p,2023-06-09T01:52:45.365Z
2023-06-09T01:57:45.365Z,C8:F0:9E:28:00:CD,,,0,51.70,-54,30.10,7:27:44 Fri 9 Jun 2023,C8:F0:9E:28:00:CD,online,,p,2023-06-09T01:57:45.365Z
2023-06-09T02:02:45.365Z,C8:F0:9E:28:00:CD,,,0,51.80,-52,30.10,7:32:44 Fri 9 Jun 2023,C8:F0:9E:28:00:CD,online,,p,2023-06-09T02:02:45.365Z
2023-06-09T02:07:45.365Z,C8:F0:9E:28:00:CD,,,0,51.80,-53,30.10,7:37:44 Fri 9 Jun 2023,C8:F0:9E:28:00:CD,online,,p,2023-06-09T02:07:45.365Z
2023-06-09T02:12:45.386Z,C8:F0:9E:28:00:CD,,,0,51.90,-53,30.10,7:42:44 Fri 9 Jun 2023,C8:F0:9E:28:00:CD,online,,p,2023-06-09T02:12:45.386Z
2023-06-09T02:17:45.385Z,C8:F0:9E:28:00:CD,,,0,51.80,-53,30.10,7:47:44 Fri 9 Jun 2023,C8:F0:9E:28:00:CD,online,,p,2023-06-09T02:17:45.385Z
2023-06-09T02:19:49.924Z,C8:F0:9E:28:00:CD,,,0,52.00,-53,30.10,7:49:48 Fri 9 Jun 2023,C8:F0:9E:28:00:CD,,COOLIX+NONE,do,2023-06-09T02:19:49.924Z
2023-06-09T02:22:45.394Z,C8:F0:9E:28:00:CD,,,0,51.80,-53,30.10,7:52:44 Fri 9 Jun 2023,C8:F0:9E:28:00:CD,online,,p,2023-06-09T02:22:45.394Z
2023-06-09T02:27:45.386Z,C8:F0:9E:28:00:CD,,,0,51.90,-53,30.10,7:57:44 Fri 9 Jun 2023,C8:F0:9E:28:00:CD,online,,p,2023-06-09T02:27:45.386Z
2023-06-09T02:32:45.386Z,C8:F0:9E:28:00:CD,,,0,51.80,-53,30.20,8:2:44 Fri 9 Jun 2023,C8:F0:9E:28:00:CD,online,,p,2023-06-09T02:32:45.386Z
2023-06-09T02:37:45.386Z,C8:F0:9E:28:00:CD,,,0,51.70,-53,30.30,8:7:44 Fri 9 Jun 2023,C8:F0:9E:28:00:CD,online,,p,2023-06-09T02:37:45.386Z
2023-06-09T02:42:45.386Z,C8:F0:9E:28:00:CD,,,0,51.80,-53,30.30,8:12:44 Fri 9 Jun 2023,C8:F0:9E:28:00:CD,online,,p,2023-06-09T02:42:45.386Z
2023-06-09T02:47:45.387Z,C8:F0:9E:28:00:CD,,,0,51.80,-53,30.30,8:17:44 Fri 9 Jun 2023,C8:F0:9E:28:00:CD,online,,p,2023-06-09T02:47:45.387Z
2023-06-09T02:52:45.395Z,C8:F0:9E:28:00:CD,,,0,51.90,-53,30.20,8:22:44 Fri 9 Jun 2023,C8:F0:9E:28:00:CD,online,,p,2023-06-09T02:52:45.395Z
2023-06-09T02:57:45.387Z,C8:F0:9E:28:00:CD,,,0,52.00,-53,30.20,8:27:44 Fri 9 Jun 2023,C8:F0:9E:28:00:CD,online,,p,2023-06-09T02:57:45.387Z
2023-06-09T03:02:45.435Z,C8:F0:9E:28:00:CD,,,0,52.10,-54,30.20,8:32:44 Fri 9 Jun 2023,C8:F0:9E:28:00:CD,online,,p,2023-06-09T03:02:45.435Z
2023-06-09T03:07:45.386Z,C8:F0:9E:28:00:CD,,,0,52.10,-53,30.20,8:37:44 Fri 9 Jun 2023,C8:F0:9E:28:00:CD,online,,p,2023-06-09T03:07:45.386Z
2023-06-09T03:12:45.386Z,C8:F0:9E:28:00:CD,,,0,52.00,-53,30.30,8:42:44 Fri 9 Jun 2023,C8:F0:9E:28:00:CD,online,,p,2023-06-09T03:12:45.386Z
2023-06-09T03:17:45.406Z,C8:F0:9E:28:00:CD,,,0,51.90,-53,30.30,8:47:44 Fri 9 Jun 2023,C8:F0:9E:28:00:CD,online,,p,2023-06-09T03:17:45.406Z
2023-06-09T03:22:45.407Z,C8:F0:9E:28:00:CD,,,0,52.10,-53,30.30,8:52:44 Fri 9 Jun 2023,C8:F0:9E:28:00:CD,online,,p,2023-06-09T03:22:45.407Z
2023-06-09T03:27:45.406Z,C8:F0:9E:28:00:CD,,,0,52.10,-54,30.30,8:57:44 Fri 9 Jun 2023,C8:F0:9E:28:00:CD,online,,p,2023-06-09T03:27:45.406Z
2023-06-09T03:32:45.406Z,C8:F0:9E:28:00:CD,,,0,52.20,-53,30.30,9:2:44 Fri 9 Jun 2023,C8:F0:9E:28:00:CD,online,,p,2023-06-09T03:32:45.406Z
2023-06-09T03:37:45.402Z,C8:F0:9E:28:00:CD,,,0,52.20,-52,30.40,9:7:44 Fri 9 Jun 2023,C8:F0:9E:28:00:CD,online,,p,2023-06-09T03:37:45.402Z
2023-06-09T03:42:45.408Z,C8:F0:9E:28:00:CD,,,0,52.40,-53,30.40,9:12:44 Fri 9 Jun 2023,C8:F0:9E:28:00:CD,online,,p,2023-06-09T03:42:45.408Z
2023-06-09T03:47:45.402Z,C8:F0:9E:28:00:CD,,,0,52.40,-54,30.40,9:17:44 Fri 9 Jun 2023,C8:F0:9E:28:00:CD,online,,p,2023-06-09T03:47:45.402Z
2023-06-09T03:52:45.404Z,C8:F0:9E:28:00:CD,,,0,52.40,-53,30.40,9:22:44 Fri 9 Jun 2023,C8:F0:9E:28:00:CD,online,,p,2023-06-09T03:52:45.404Z
2023-06-09T03:54:19.840Z,C8:F0:9E:28:00:CD,,,0,52.70,-52,30.30,9:24:18 Fri 9 Jun 2023,C8:F0:9E:28:00:CD,,COOLIX+NONE,do,2023-06-09T03:54:19.840Z
2023-06-09T03:57:45.404Z,C8:F0:9E:28:00:CD,,,0,52.70,-53,30.30,9:27:44 Fri 9 Jun 2023,C8:F0:9E:28:00:CD,online,,p,2023-06-09T03:57:45.404Z
2023-06-09T04:02:45.404Z,C8:F0:9E:28:00:CD,,,0,52.90,-53,30.30,9:32:44 Fri 9 Jun 2023,C8:F0:9E:28:00:CD,online,,p,2023-06-09T04:02:45.404Z
2023-06-09T04:07:45.409Z,C8:F0:9E:28:00:CD,,,0,52.90,-54,30.30,9:37:44 Fri 9 Jun 2023,C8:F0:9E:28:00:CD,online,,p,2023-06-09T04:07:45.409Z
2023-06-09T04:12:45.409Z,C8:F0:9E:28:00:CD,,,0,52.90,-61,30.30,9:42:44 Fri 9 Jun 2023,C8:F0:9E:28:00:CD,online,,p,2023-06-09T04:12:45.409Z
2023-06-09T04:17:04.416Z,C8:F0:9E:28:00:CD,,,0,53.90,-57,30.00,9:47:3 Fri 9 Jun 2023,C8:F0:9E:28:00:CD,,COOLIX+NONE,do,2023-06-09T04:17:04.416Z
2023-06-09T04:17:45.508Z,C8:F0:9E:28:00:CD,,,0,51.40,-58,28.50,9:47:44 Fri 9 Jun 2023,C8:F0:9E:28:00:CD,online,,p,2023-06-09T04:17:45.508Z
2023-06-09T04:22:45.409Z,C8:F0:9E:28:00:CD,,,0,50.90,-57,28.30,9:52:44 Fri 9 Jun 2023,C8:F0:9E:28:00:CD,online,,p,2023-06-09T04:22:45.409Z
2023-06-09T04:27:45.401Z,C8:F0:9E:28:00:CD,,,0,48.90,-61,27.00,9:57:44 Fri 9 Jun 2023,C8:F0:9E:28:00:CD,online,,p,2023-06-09T04:27:45.401Z
2023-06-09T04:32:45.410Z,C8:F0:9E:28:00:CD,,,0,48.90,-57,26.30,10:2:44 Fri 9 Jun 2023,C8:F0:9E:28:00:CD,online,,p,2023-06-09T04:32:45.410Z
2023-06-09T04:37:45.419Z,C8:F0:9E:28:00:CD,,,0,48.00,-59,25.80,10:7:44 Fri 9 Jun 2023,C8:F0:9E:28:00:CD,online,,p,2023-06-09T04:37:45.419Z
2023-06-09T04:42:45.515Z,C8:F0:9E:28:00:CD,,,0,48.30,-65,25.60,10:12:44 Fri 9 Jun 2023,C8:F0:9E:28:00:CD,online,,p,2023-06-09T04:42:45.515Z
2023-06-09T04:47:45.514Z,C8:F0:9E:28:00:CD,,,0,47.60,-59,25.00,10:17:44 Fri 9 Jun 2023,C8:F0:9E:28:00:CD,online,,p,2023-06-09T04:47:45.514Z
2023-06-09T04:52:45.412Z,C8:F0:9E:28:00:CD,,,0,47.60,-57,24.80,10:22:44 Fri 9 Jun 2023,C8:F0:9E:28:00:CD,online,,p,2023-06-09T04:52:45.412Z
2023-06-09T04:57:45.414Z,C8:F0:9E:28:00:CD,,,0,48.20,-52,24.40,10:27:44 Fri 9 Jun 2023,C8:F0:9E:28:00:CD,online,,p,2023-06-09T04:57:45.414Z
2023-06-09T05:02:45.454Z,C8:F0:9E:28:00:CD,,,0,48.60,-64,24.40,10:32:44 Fri 9 Jun 2023,C8:F0:9E:28:00:CD,online,,p,2023-06-09T05:02:45.454Z
2023-06-09T05:07:45.428Z,C8:F0:9E:28:00:CD,,,0,48.80,-64,24.40,10:37:44 Fri 9 Jun 2023,C8:F0:9E:28:00:CD,online,,p,2023-06-09T05:07:45.428Z
2023-06-09T05:12:45.418Z,C8:F0:9E:28:00:CD,,,0,48.50,-57,24.30,10:42:44 Fri 9 Jun 2023,C8:F0:9E:28:00:CD,online,,p,2023-06-09T05:12:45.418Z
2023-06-09T05:17:45.518Z,C8:F0:9E:28:00:CD,,,0,47.90,-62,24.30,10:47:44 Fri 9 Jun 2023,C8:F0:9E:28:00:CD,online,,p,2023-06-09T05:17:45.518Z
2023-06-09T05:22:45.439Z,C8:F0:9E:28:00:CD,,,0,47.70,-64,24.20,10:52:44 Fri 9 Jun 2023,C8:F0:9E:28:00:CD,online,,p,2023-06-09T05:22:45.439Z
2023-06-09T05:27:45.432Z,C8:F0:9E:28:00:CD,,,0,47.70,-56,23.90,10:57:44 Fri 9 Jun 2023,C8:F0:9E:28:00:CD,online,,p,2023-06-09T05:27:45.432Z
2023-06-09T05:32:45.528Z,C8:F0:9E:28:00:CD,,,0,47.80,-60,23.60,11:2:44 Fri 9 Jun 2023,C8:F0:9E:28:00:CD,online,,p,2023-06-09T05:32:45.528Z
2023-06-09T05:37:45.419Z,C8:F0:9E:28:00:CD,,,0,47.90,-57,23.60,11:7:44 Fri 9 Jun 2023,C8:F0:9E:28:00:CD,online,,p,2023-06-09T05:37:45.419Z
2023-06-09T05:42:45.527Z,C8:F0:9E:28:00:CD,,,0,48.70,-58,23.60,11:12:44 Fri 9 Jun 2023,C8:F0:9E:28:00:CD,online,,p,2023-06-09T05:42:45.527Z
2023-06-09T05:47:04.401Z,C8:F0:9E:28:00:CD,,,0,49.00,-59,23.50,11:17:3 Fri 9 Jun 2023,C8:F0:9E:28:00:CD,,COOLIX+NONE,do,2023-06-09T05:47:04.401Z
2023-06-09T05:47:19.031Z,C8:F0:9E:28:00:CD,,,0,48.40,-65,23.50,0:0:14 Thu 1 Jan 1970,C8:F0:9E:28:00:CD,,COOLIX+NONE,do,2023-06-09T05:47:19.031Z
2023-06-09T05:47:20.572Z,C8:F0:9E:28:00:CD,2022-12-27T04:08:45.731Z,2023-06-09T05:47:20.568Z,,,,,11:17:19 Fri 9 Jun 2023,C8:F0:9E:28:00:CD,,,m,2023-06-09T05:47:20.572Z
2023-06-09T05:50:54.721Z,C8:F0:9E:28:00:CD,,,0,48.20,-57,23.50,11:20:54 Fri 9 Jun 2023,C8:F0:9E:28:00:CD,,COOLIX+NONE,do,2023-06-09T05:50:54.721Z
2023-06-09T05:52:05.605Z,C8:F0:9E:28:00:CD,,,0,47.70,-58,23.40,11:22:5 Fri 9 Jun 2023,C8:F0:9E:28:00:CD,online,,p,2023-06-09T05:52:05.605Z
2023-06-09T05:57:05.599Z,C8:F0:9E:28:00:CD,,,0,48.20,-58,23.40,11:27:5 Fri 9 Jun 2023,C8:F0:9E:28:00:CD,online,,p,2023-06-09T05:57:05.599Z
2023-06-09T06:02:05.595Z,C8:F0:9E:28:00:CD,,,0,47.30,-62,23.40,11:32:5 Fri 9 Jun 2023,C8:F0:9E:28:00:CD,online,,p,2023-06-09T06:02:05.595Z
2023-06-09T06:07:05.625Z,C8:F0:9E:28:00:CD,,,0,47.80,-64,23.30,11:37:5 Fri 9 Jun 2023,C8:F0:9E:28:00:CD,online,,p,2023-06-09T06:07:05.625Z
2023-06-09T06:12:05.707Z,C8:F0:9E:28:00:CD,,,0,47.60,-64,23.20,11:42:5 Fri 9 Jun 2023,C8:F0:9E:28:00:CD,online,,p,2023-06-09T06:12:05.707Z
2023-06-09T06:17:05.607Z,C8:F0:9E:28:00:CD,,,0,48.30,-58,23.00,11:47:5 Fri 9 Jun 2023,C8:F0:9E:28:00:CD,online,,p,2023-06-09T06:17:05.607Z
2023-06-09T06:22:05.604Z,C8:F0:9E:28:00:CD,,,0,48.60,-52,23.00,11:52:5 Fri 9 Jun 2023,C8:F0:9E:28:00:CD,online,,p,2023-06-09T06:22:05.604Z
2023-06-09T06:27:05.586Z,C8:F0:9E:28:00:CD,,,0,48.30,-56,23.30,11:57:5 Fri 9 Jun 2023,C8:F0:9E:28:00:CD,online,,p,2023-06-09T06:27:05.586Z
2023-06-09T06:27:55.186Z,C8:F0:9E:28:00:CD,,,0,47.60,-61,23.10,11:57:54 Fri 9 Jun 2023,C8:F0:9E:28:00:CD,,COOLIX+NONE,do,2023-06-09T06:27:55.186Z
2023-06-09T06:32:05.598Z,C8:F0:9E:28:00:CD,,,0,47.80,-53,23.10,12:2:5 Fri 9 Jun 2023,C8:F0:9E:28:00:CD,online,,p,2023-06-09T06:32:05.598Z
2023-06-09T06:35:13.527Z,C8:F0:9E:28:00:CD,2022-12-27T04:08:45.731Z,2023-06-09T06:35:13.523Z,,,,,12:5:12 Fri 9 Jun 2023,C8:F0:9E:28:00:CD,,,m,2023-06-09T06:35:13.527Z
2023-06-09T06:35:14.693Z,C8:F0:9E:28:00:CD,2022-12-27T04:08:45.731Z,2023-06-09T06:35:14.689Z,,,,,12:5:14 Fri 9 Jun 2023,C8:F0:9E:28:00:CD,,,m,2023-06-09T06:35:14.693Z
2023-06-09T06:37:05.598Z,C8:F0:9E:28:00:CD,,,0,47.50,-56,23.00,12:7:5 Fri 9 Jun 2023,C8:F0:9E:28:00:CD,online,,p,2023-06-09T06:37:05.598Z
2023-06-09T06:42:05.578Z,C8:F0:9E:28:00:CD,,,0,47.80,-52,22.90,12:12:5 Fri 9 Jun 2023,C8:F0:9E:28:00:CD,online,,p,2023-06-09T06:42:05.578Z
2023-06-09T06:47:05.615Z,C8:F0:9E:28:00:CD,,,0,49.80,-51,22.70,12:17:5 Fri 9 Jun 2023,C8:F0:9E:28:00:CD,online,,p,2023-06-09T06:47:05.615Z
2023-06-09T06:52:05.634Z,C8:F0:9E:28:00:CD,,,0,48.60,-60,23.60,12:22:5 Fri 9 Jun 2023,C8:F0:9E:28:00:CD,online,,p,2023-06-09T06:52:05.634Z
2023-06-09T06:57:05.591Z,C8:F0:9E:28:00:CD,,,0,49.40,-60,23.10,12:27:5 Fri 9 Jun 2023,C8:F0:9E:28:00:CD,online,,p,2023-06-09T06:57:05.591Z
2023-06-09T07:02:05.627Z,C8:F0:9E:28:00:CD,,,0,51.60,-60,22.90,12:32:5 Fri 9 Jun 2023,C8:F0:9E:28:00:CD,online,,p,2023-06-09T07:02:05.627Z
2023-06-09T07:07:05.631Z,C8:F0:9E:28:00:CD,,,0,49.40,-62,23.60,12:37:5 Fri 9 Jun 2023,C8:F0:9E:28:00:CD,online,,p,2023-06-09T07:07:05.631Z
2023-06-09T07:12:05.619Z,C8:F0:9E:28:00:CD,,,0,48.60,-55,23.10,12:42:5 Fri 9 Jun 2023,C8:F0:9E:28:00:CD,online,,p,2023-06-09T07:12:05.619Z
2023-06-09T07:17:05.631Z,C8:F0:9E:28:00:CD,,,0,52.60,-66,23.50,12:47:5 Fri 9 Jun 2023,C8:F0:9E:28:00:CD,online,,p,2023-06-09T07:17:05.631Z
2023-06-09T07:22:05.591Z,C8:F0:9E:28:00:CD,,,0,48.70,-61,23.10,12:52:5 Fri 9 Jun 2023,C8:F0:9E:28:00:CD,online,,p,2023-06-09T07:22:05.591Z
2023-06-09T07:27:05.630Z,C8:F0:9E:28:00:CD,,,0,48.80,-61,22.90,12:57:5 Fri 9 Jun 2023,C8:F0:9E:28:00:CD,online,,p,2023-06-09T07:27:05.630Z
2023-06-09T07:32:05.632Z,C8:F0:9E:28:00:CD,,,0,52.00,-65,22.60,13:2:5 Fri 9 Jun 2023,C8:F0:9E:28:00:CD,online,,p,2023-06-09T07:32:05.632Z
2023-06-09T07:37:05.622Z,C8:F0:9E:28:00:CD,,,0,49.60,-64,23.40,13:7:5 Fri 9 Jun 2023,C8:F0:9E:28:00:CD,online,,p,2023-06-09T07:37:05.622Z
2023-06-09T07:42:05.605Z,C8:F0:9E:28:00:CD,,,0,48.60,-54,23.00,13:12:5 Fri 9 Jun 2023,C8:F0:9E:28:00:CD,online,,p,2023-06-09T07:42:05.605Z
2023-06-09T07:47:05.640Z,C8:F0:9E:28:00:CD,,,0,48.60,-55,23.80,13:17:5 Fri 9 Jun 2023,C8:F0:9E:28:00:CD,online,,p,2023-06-09T07:47:05.640Z
2023-06-09T07:52:05.651Z,C8:F0:9E:28:00:CD,,,0,48.10,-55,22.90,13:22:5 Fri 9 Jun 2023,C8:F0:9E:28:00:CD,online,,p,2023-06-09T07:52:05.651Z
2023-06-09T07:57:05.647Z,C8:F0:9E:28:00:CD,,,0,50.50,-56,23.50,13:27:5 Fri 9 Jun 2023,C8:F0:9E:28:00:CD,online,,p,2023-06-09T07:57:05.647Z
